YEAR,GP,MIN,"%FGA2PT","%FGA3PT","%PTS2PT","%PTS2PT MR","%PTS3PT","%PTSFBPS","%PTSFT","%PTSOFF TO","%PTSPITP","2FGM%AST","2FGM%UAS","3FGM%AST","3FGM%UAST","FGM%AST","FGM%UAST",TEAM
1998,50,48.6,90.4,9.6,69.5,26.6,6.6,19.3,23.9,22.4,42.9,54.7,45.3,83.7,16.3,56.4,43.6,76ers
2021,82,48.1,57.8,42.2,48.6,7.4,35.9,11.7,15.5,15.6,41.3,50,50,78.7,21.3,59.5,40.5,Blazers
2018,82,48.4,66.1,33.9,54.6,11.6,28.8,9.6,16.6,13.1,43,47.2,52.8,74.9,25.1,54.4,45.6,Blazers
2017,82,48.2,67.6,32.4,54.9,14.1,29.3,7.6,15.8,13.3,40.8,41.6,58.4,72.1,27.9,49.6,50.4,Blazers
2016,82,48.6,67.8,32.2,54,14.8,28.9,10.5,17.1,13.6,39.2,44.4,55.6,78.9,21.1,53.4,46.6,Blazers
2015,82,48.3,66.8,33.2,53.4,16.3,30.1,10.2,16.5,14,37.2,46.9,53.1,77.2,22.8,55.2,44.8,Blazers
2014,82,48.4,68.4,31.6,56.2,19.3,28.7,9.8,15.1,13.7,36.8,49.5,50.5,77.6,22.4,56.7,43.3,Blazers
2013,82,48.4,71,29,55.7,20.4,26.4,10.2,17.9,13,35.3,52.3,47.7,81.7,18.3,59.4,40.6,Blazers
2012,82,48.4,71.6,28.4,58.4,20.1,25.3,10.2,16.3,15.5,38.3,52.9,47.1,81.6,18.4,59.3,40.7,Blazers
2010,82,48.3,77.2,22.8,61.6,19.5,19.7,10.5,18.7,18.1,42.1,51.5,48.5,93.4,6.6,58.8,41.2,Blazers
2009,82,48.4,78.5,21.5,61.7,24.5,18.3,9.6,20,16.6,37.2,49.4,50.6,91,9,56.3,43.7,Blazers
2008,82,48.4,76.1,23.9,59.4,20.5,21.9,9.2,18.7,15.8,38.9,46.7,53.3,90.1,9.9,55.2,44.8,Blazers
2007,82,48.5,78.2,21.8,61.3,28.7,20.6,8.2,18.1,14.8,32.6,51.6,48.4,92,8,59,41,Blazers
2006,82,48.7,80.7,19.3,63.4,22.9,16.6,6.7,20,16.2,40.5,46.4,53.6,88.5,11.5,52.6,47.4,Blazers
2005,82,48.1,83.4,16.6,66.6,25.1,15,10.6,18.4,15,41.5,48.5,51.5,86,14,53.4,46.6,Blazers
2004,82,48.1,81.9,18.1,65,19.5,16.5,14.4,18.5,15.9,45.5,55.3,44.7,84,16,59.5,40.5,Blazers
2003,82,48.7,83,17,67.7,23.8,15.4,11.7,17,16.3,43.9,57.1,42.9,86.6,13.4,61,39,Blazers
2002,82,48.4,82.3,17.7,66.8,21.5,14.6,12.9,18.6,18.5,45.4,58.5,41.5,88.1,11.9,62.3,37.7,Blazers
2001,82,48.4,80.2,19.8,64.1,24.4,17.6,13.5,18.3,17.7,39.6,60.2,39.8,85.6,14.4,64.1,35.9,Blazers
2000,82,48.2,83.5,16.5,67.4,26,14.1,12.9,18.5,17.3,41.4,62.9,37.1,82.9,17.1,65.3,34.7,Blazers
1999,82,48.2,82.5,17.5,65.4,24.5,15.3,13.8,19.3,16,41,60.4,39.6,84.8,15.2,63.7,36.3,Blazers
1997,82,48.4,83.6,16.4,66.2,19.4,12.6,12.7,21.2,16.4,46.8,59,41,78.7,21.3,61.2,38.8,Blazers
1996,82,48.4,78.3,21.7,61.6,15.4,18.5,13.2,19.9,17.6,46.2,52.7,47.3,78.2,21.8,57,43,Blazers
2019,74,48.2,62.6,37.4,51,12.2,33.6,11.4,15.4,12.4,38.8,40.9,59.1,66.9,33.1,48.8,51.2,Blazers
2020,72,48.1,55.2,44.8,44,10.2,40.6,10,15.3,12.9,33.9,40.5,59.5,69.3,30.7,51.5,48.5,Blazers
2011,66,48.4,74.5,25.5,60,19.9,22.4,11.2,17.7,16.4,40.1,48.3,51.7,87.9,12.1,56.2,43.8,Blazers
1998,50,48.7,82.9,17.1,63.3,23.9,15.6,13.3,21.1,18.8,39.4,57.4,42.6,86.2,13.8,61.4,38.6,Blazers
2021,82,48.3,62.3,37.7,52.7,8.3,31.1,10.6,16.2,14.7,44.4,49.8,50.2,80.7,19.3,58.5,41.5,Kings
2018,82,48.1,67.9,32.1,55.8,10.4,29.7,18.3,14.5,16.9,45.4,50.7,49.3,81.8,18.2,58.8,41.2,Kings
2017,82,48.2,72.2,27.8,60.2,16.2,27.3,10.6,12.4,15.4,44,47.7,52.3,81.7,18.3,55.6,44.4,Kings
2016,82,48.5,70.9,29.1,56.2,14.3,26.2,10.4,17.6,15.8,41.9,50.6,49.4,87.7,12.3,59.4,40.6,Kings
2015,82,48.3,74,26,60,13.6,22.7,16.2,17.3,16.5,46.5,55,45,85.8,14.2,61.2,38.8,Kings
2014,82,48.4,79.6,20.4,61.3,16.8,16.6,14.7,22,15.1,44.5,50.3,49.7,83.7,16.3,55.4,44.6,Kings
2013,82,48.4,78.2,21.8,61.5,17.8,17.9,13,20.6,15,43.8,46.3,53.7,76.2,23.8,51.1,48.9,Kings
2012,82,48.4,75.7,24.3,60.3,14.6,22.3,16.8,17.5,16.3,45.6,49.1,50.9,80.7,19.3,55.3,44.7,Kings
2010,82,48.4,81.7,18.3,66.4,21.1,15.8,15.4,17.9,17.1,45.3,48,52,87.9,12.1,53.4,46.6,Kings
2009,82,48.5,79.9,20.1,64.9,20.2,17.6,15,17.4,16.2,44.8,47.1,52.9,88.2,11.8,53.4,46.6,Kings
2008,82,48.5,76.2,23.8,58.3,20.9,21.3,12,20.4,15.7,37.4,48.1,51.9,79,21,54.1,45.9,Kings
2007,82,48.4,79.2,20.8,60.3,20.7,18.2,12.5,21.6,17.3,39.6,45.1,54.9,83.3,16.7,51.5,48.5,Kings
2006,82,48.3,76.8,23.2,58.1,20.1,19.1,11.5,22.8,18.4,38,50.2,49.8,85.8,14.2,56.6,43.4,Kings
2005,82,48.4,78.3,21.7,60.7,23.8,18.3,10.9,21,17,36.9,56.6,43.4,87.4,12.6,61.8,38.2,Kings
2004,82,48.4,80,20,63,27.7,18.4,11.6,18.5,16.1,35.4,58.2,41.8,85.2,14.8,62.6,37.4,Kings
2003,82,48.2,77.7,22.3,59.3,23.6,21.4,11.9,19.3,16.5,35.7,65.3,34.7,86.2,13.8,69.4,30.6,Kings
2002,82,48.4,81.6,18.4,66,25.9,17.7,13.8,16.4,17,40,58.3,41.7,87.4,12.6,62.7,37.3,Kings
2001,82,48.2,83.4,16.6,66.2,24.8,14.9,16.3,18.9,16.8,41.4,56,44,86.6,13.4,60,40,Kings
2000,82,49,80.6,19.4,63.6,20.5,17.2,16.2,19.2,17.7,43.1,55.4,44.6,79.7,20.3,59.1,40.9,Kings
1999,82,48.3,77.3,22.7,63.7,20.5,18.6,15.8,17.7,18.2,43.2,57.6,42.4,69.9,30.1,59.6,40.4,Kings
1997,82,48.1,87.9,12.1,70,25.4,11.1,14.1,18.9,17.2,44.7,59.6,40.4,85.9,14.1,62.1,37.9,Kings
1996,82,48.3,84,16,65.4,24.4,15.7,13.5,18.9,17,41,56.8,43.2,80,20,60,40,Kings
2020,72,48.1,62.4,37.6,53.6,6.7,32,12.4,14.4,14.4,46.9,51.6,48.4,80.5,19.5,59.9,40.1,Kings
2019,72,48.5,60.5,39.5,51.2,8.5,34.6,11.6,14.2,15.8,42.7,47.1,52.9,82.8,17.2,58.2,41.8,Kings
2011,66,48.2,77.2,22.8,63.8,14.7,18.9,18.9,17.3,18.2,49.1,45.6,54.4,78.3,21.7,51,49,Kings
1998,50,48.8,78.1,21.9,65,15.9,17.4,16.4,17.6,17.9,49.2,56.6,43.4,71.4,28.6,58.9,41.1,Kings
2021,82,48.3,65.5,34.5,56.5,9.4,29.9,12,13.6,14.6,47.1,55.1,44.9,91.2,8.8,64.6,35.4,Spurs
2018,82,48.3,71.4,28.6,58,19.3,26.6,9.3,15.4,12.6,38.7,49.4,50.6,86.5,13.5,58,42,Spurs
2017,82,48.1,71.8,28.2,59.5,16.9,24.8,10,15.7,15.9,42.6,49.6,50.4,89.7,10.3,58.3,41.7,Spurs
2016,82,48.3,71.9,28.1,57.2,19.6,26.2,11.5,16.7,16.4,37.6,52.5,47.5,87.4,12.6,60.6,39.4,Spurs
2015,82,48.1,77.7,22.3,64.1,22,20.1,10,15.8,15.5,42.1,54.9,45.1,90.5,9.5,61.1,38.9,Spurs
2014,82,48.7,73.1,26.9,59.8,16.2,24,10.6,16.2,15.6,43.6,54.4,45.6,92,8,62.3,37.7,Spurs
2013,82,48.2,74.3,25.7,60.8,17.2,24.2,12.6,14.9,15.6,43.6,55.4,44.6,87.2,12.8,62.1,37.9,Spurs
2012,82,48.5,73.6,26.4,60.3,17,23.5,13.3,16.2,16.9,43.3,57.2,42.8,90.5,9.5,64.1,35.9,Spurs
2010,82,48.2,73.9,26.1,57.9,17.1,24.2,14.7,17.9,15.3,40.8,50.7,49.3,85.8,14.2,58.3,41.7,Spurs
2009,82,48.2,76.8,23.2,62.5,19.7,20,12.4,17.5,14.5,42.7,51.4,48.6,89.2,10.8,58.1,41.9,Spurs
2008,82,48.5,75.2,24.8,60.7,24.5,23.6,9.7,15.7,13.8,36.2,48.9,51.1,88.5,11.5,57.1,42.9,Spurs
2007,82,48.1,74.9,25.1,59.9,22.1,22.8,9.9,17.3,15.1,37.8,49.8,50.2,92.8,7.2,58.5,41.5,Spurs
2006,82,48.2,75.3,24.7,59.5,19.1,22.1,11.8,18.4,17.1,40.5,52.3,47.7,93.4,6.6,60.5,39.5,Spurs
2005,82,48.3,78.5,21.5,63,18.9,20.1,9.9,16.9,16.2,44.1,50.4,49.6,90.1,9.9,57.4,42.6,Spurs
2004,82,48.3,78.4,21.6,61.3,17.4,19.3,13.3,19.5,16.8,43.9,53.6,46.4,93.7,6.3,60.6,39.4,Spurs
2003,82,48.2,82.3,17.7,64.9,21.8,16.3,10.2,18.8,17.9,43.1,54.3,45.7,86.8,13.2,59,41,Spurs
2002,82,48.4,79.8,20.2,62.6,17.2,17.1,12.3,20.3,17.1,45.4,49.9,50.1,90.9,9.1,56.3,43.7,Spurs
2001,82,48.4,81,19,62.4,19.7,16.6,12,21,17.6,42.7,50.7,49.3,88.6,11.4,56.4,43.6,Spurs
2000,82,48.4,82.5,17.5,61.9,23.8,16.9,11.8,21.2,16.3,38,56.9,43.1,87.6,12.4,61.7,38.3,Spurs
1999,82,48.4,86.2,13.8,66.5,25.7,12.6,13.6,20.9,16.1,40.8,58.8,41.2,83.9,16.1,61.6,38.4,Spurs
1997,82,48.4,86.1,13.9,68.4,21.6,11.9,11.7,19.6,14.2,46.8,60.2,39.8,91.7,8.3,63.5,36.5,Spurs
1996,82,48.1,81.5,18.5,66,19.4,15.3,12.8,18.7,17,46.6,55.3,44.7,81,19,58.8,41.2,Spurs
2020,72,48.6,68.6,31.4,57.5,14.4,26.9,10.6,15.7,14.2,43,49.2,50.8,87.7,12.3,58.4,41.6,Spurs
2019,71,48.5,68.2,31.8,55.2,17,28.2,11.7,16.6,13.8,38.2,48.1,51.9,88.8,11.2,58.5,41.5,Spurs
2011,66,48.3,74.3,25.7,60.2,16.5,24.2,13.2,15.6,15.4,43.6,50.8,49.2,87.3,12.7,58.5,41.5,Spurs
1998,50,48.3,86.3,13.7,67.6,23,11.1,14.4,21.3,17.1,44.6,59.8,40.2,95.3,4.7,63.3,36.7,Spurs
2021,82,48.4,62.5,37.5,52.5,9.4,32.7,14.5,14.8,17.3,43.1,43.4,56.6,80.4,19.6,54.3,45.7,Raptors
2018,82,48.5,62.1,37.9,52.1,9.7,32.4,16,15.4,15.1,42.4,49.9,50.1,85.2,14.8,60.3,39.7,Raptors
2017,82,48.4,62.3,37.7,52.8,9.2,31.7,11.9,15.5,15.4,43.6,49.9,50.1,81.6,18.4,59,41,Raptors
2016,82,48.2,71.1,28.9,56.7,15.8,24.8,11.4,18.4,16.2,40.9,37.2,62.8,81.8,18.2,47.2,52.8,Raptors
2015,82,48.2,71.3,28.7,54.6,13.6,25.2,10.7,20.2,16.3,41,40,60,87,13,51.1,48.9,Raptors
2014,82,48.4,69.8,30.2,55.9,14.5,25.5,11.5,18.6,15.7,41.3,47.6,52.4,78.2,21.8,54.7,45.3,Raptors
2013,82,48.7,71.5,28.5,54.9,16.5,25.8,9.5,19.4,16.6,38.4,50.1,49.9,83.5,16.5,58.1,41.9,Raptors
2012,82,48.7,75.1,24.9,60.4,20.8,21.5,10.2,18.1,17.4,39.6,54.1,45.9,80.9,19.1,59.2,40.8,Raptors
2010,82,48.2,83.8,16.2,68.9,23.3,12.7,18.2,18.4,16,45.6,53.4,46.6,87.2,12.8,57.1,42.9,Raptors
2009,82,48.2,78.9,21.1,62.8,22.2,18.2,14.2,19,14.9,40.6,51,49,84.2,15.8,56.4,43.6,Raptors
2008,82,48.3,80.7,19.3,63.4,28.6,17.7,9.5,18.9,15.2,34.8,54.3,45.7,91,9,60.1,39.9,Raptors
2007,82,48.4,78.3,21.7,62.7,28.5,20.9,7.9,16.4,16.6,34.2,54.9,45.1,94.4,5.6,62,38,Raptors
2006,82,48.2,77.6,22.4,61.3,25.8,19.5,12.6,19.1,16.8,35.5,53.6,46.4,90.6,9.4,60.1,39.9,Raptors
2005,82,48.7,75.6,24.4,58,22.9,22,10.8,19.9,16.1,35.2,44.9,55.1,84.2,15.8,52.9,47.1,Raptors
2004,82,48.3,74.7,25.3,56.3,22.2,23.8,11.7,19.9,15.5,34.2,48.8,51.2,84.3,15.7,56.6,43.4,Raptors
2003,82,48.7,79.6,20.4,62.6,27.1,19.7,10.9,17.7,17.8,35.5,51.9,48.1,94.4,5.6,59.3,40.7,Raptors
2002,82,48.3,82.1,17.9,65.4,27,16.5,16.7,18.1,15.2,38.5,51,49,82.9,17.1,55.6,44.4,Raptors
2001,82,48.2,83.5,16.5,67.6,28.8,15.5,18.1,16.9,17.1,38.7,57.1,42.9,85.8,14.2,60.9,39.1,Raptors
2000,82,48.7,83.3,16.7,65.4,29.9,16.1,17,18.5,15.6,35.5,63,37,82.8,17.2,65.7,34.3,Raptors
1999,82,48.2,83,17,64.1,31.9,16,18.2,19.9,16.8,32.3,61.7,38.3,87.3,12.7,65.3,34.7,Raptors
1997,82,48.6,84.1,15.9,66.6,21.7,14.3,20.7,19,18.7,45,56.9,43.1,72.8,27.2,58.9,41.1,Raptors
1996,82,48.4,75.5,24.5,59,16.2,22.6,18.4,18.5,18.6,42.8,55.4,44.6,74,26,59.2,40.8,Raptors
2020,72,48.1,55.6,44.4,45.4,6.2,39,12.3,15.6,16.7,39.2,48.3,51.7,82.2,17.8,60.7,39.3,Raptors
2019,72,48.3,57.9,42.1,46.9,5.4,36.8,16.7,16.4,17.3,41.5,53,47,81.1,18.9,62.7,37.3,Raptors
2011,66,48.4,79.1,20.9,63.6,22.8,18.3,10.7,18.1,16.6,40.8,56.2,43.8,85.8,14.2,60.9,39.1,Raptors
1998,50,48.3,83.2,16.8,62.9,24.7,14.9,19.9,22.2,17.9,38.2,59.1,40.9,83.6,16.4,62.4,37.6,Raptors
2021,82,48.1,53.2,46.8,45.8,3.7,38.4,8.9,15.8,13,42.1,45.4,54.6,72.7,27.3,55.2,44.8,Jazz
2018,82,48.2,60.6,39.4,50.7,6.1,32.5,9.5,16.8,14.7,44.6,55.6,44.4,84.8,15.2,64.4,35.6,Jazz
2017,82,48.2,64.3,35.7,52.7,10.1,31.2,9.8,16.1,16.1,42.6,50,50,80.5,19.5,58.6,41.4,Jazz
2016,82,48.2,67.3,32.7,54.3,11.8,28.7,8.1,17,14.6,42.5,45.4,54.6,80,20,54.4,45.6,Jazz
2015,82,48.7,70.3,29.7,56.5,13.8,26,9.5,17.5,15.9,42.7,43.4,56.6,82.3,17.7,52.6,47.4,Jazz
2014,82,48.1,72.6,27.4,58.7,15,23.5,12.8,17.8,16,43.7,47.3,52.7,90,10,56.3,43.7,Jazz
2013,82,48.2,76.3,23.7,61.8,18.1,20.9,13,17.3,14.5,43.7,48.6,51.4,91,9,56.4,43.6,Jazz
2012,82,48.5,79.4,20.6,63.2,19.4,18.9,14.5,17.9,17.8,43.8,55.4,44.6,89.3,10.7,61,39,Jazz
2010,82,48.5,80.9,19.1,64.5,20.9,16,14.1,19.5,16,43.6,58.8,41.2,86.2,13.8,62.7,37.3,Jazz
2009,82,48.2,81.6,18.4,65.2,18.6,15.4,14.7,19.4,17.6,46.6,65.2,34.8,84.1,15.9,67.8,32.2,Jazz
2008,82,48.5,83.1,16.9,64.8,21.3,13.8,12.4,21.4,18.5,43.5,60.9,39.1,89.3,10.7,64.4,35.6,Jazz
2007,82,48.1,83.4,16.6,65.9,21.4,14,10.7,20,17.6,44.5,62.9,37.1,88.2,11.8,66,34,Jazz
2006,82,48.3,83.7,16.3,65.2,22.7,12.8,9.2,22,16.1,42.5,63.2,36.8,86.7,13.3,65.9,34.1,Jazz
2005,82,48.5,85.1,14.9,64.3,23.6,12.3,11,23.4,16.2,40.7,62,38,84.6,15.4,64.6,35.4,Jazz
2004,82,48.2,87.9,12.1,67.6,27.6,9.8,10.6,22.5,16.6,40,62.5,37.5,86,14,64.6,35.4,Jazz
2003,82,48.2,87.3,12.7,67.1,26.6,10.4,13.3,22.5,18.7,40.5,59.8,40.2,84.5,15.5,62.1,37.9,Jazz
2002,82,48.2,89.6,10.4,68.8,27.4,8.7,12.3,22.5,18.8,41.4,71.3,28.7,88.4,11.6,72.7,27.3,Jazz
2001,82,48.4,86.8,13.2,65.8,23.8,10.7,13,23.5,19.6,42,67.8,32.2,87.1,12.9,69.7,30.3,Jazz
2000,82,48.2,86.5,13.5,66.2,22.6,12.3,11.8,21.5,18,43.6,69.3,30.7,87.4,12.6,71.3,28.7,Jazz
1999,82,48.2,86.6,13.4,66.5,28.9,12.5,11.3,21,17.4,37.6,67.1,32.9,83.6,16.4,68.9,31.1,Jazz
1997,82,48.2,89,11,66.3,24.7,9,13.1,24.7,16.3,41.6,68.1,31.9,80.7,19.3,69.2,30.8,Jazz
1996,82,48.4,85.5,14.5,66.2,22.1,11.9,13.6,22,18.7,44.1,68.8,31.2,82,18,70.2,29.8,Jazz
2020,72,48.2,51.2,48.8,42.1,4.2,43.1,10.2,14.7,12.1,38,44.4,55.6,76.3,23.7,57.3,42.7,Jazz
2019,72,48.2,58.6,41.4,48,5.7,36.1,9.4,15.9,12.8,42.3,45.2,54.8,77.5,22.5,56,44,Jazz
2011,66,49,84.7,15.3,68.4,18.5,12.5,16.9,19.1,16.7,50,52.9,47.1,90.8,9.2,57,43,Jazz
1998,50,48.7,89.3,10.7,66.2,24.3,9,13.4,24.8,17.7,41.9,70.3,29.7,84.3,15.7,71.5,28.5,Jazz
2021,82,48.4,64.4,35.6,55.4,10.2,29,9,15.6,12.9,45.2,53.2,46.8,86,14,61.7,38.3,Wizards
2018,82,48.6,63,37,54,10.1,29.8,12.4,16.1,15.5,43.9,53.3,46.7,86.8,13.2,62.3,37.7,Wizards
2017,82,48.4,69,31,56.3,16.7,27.9,10.9,15.8,16.2,39.6,54.8,45.2,88,12,63.1,36.9,Wizards
2016,82,48.4,71.6,28.4,58.8,17.6,25.3,14.6,15.9,16.2,41.2,49.6,50.4,86,14,57.7,42.3,Wizards
2015,82,48.2,71.8,28.2,59.3,18.5,24.9,17.8,15.8,16.8,40.7,54.8,45.2,87.3,12.7,61.9,38.1,Wizards
2014,82,48.7,79.7,20.3,65.4,23.3,18.5,15.7,16.2,15.4,42.1,57.8,42.2,89.1,10.9,62.7,37.3,Wizards
2013,82,48.9,75.4,24.6,61.3,20.3,23.5,15.6,15.2,18.1,41,52.5,47.5,90,10,60.1,39.9,Wizards
2012,82,48.4,77.7,22.3,61.9,22.6,21.4,15.2,16.7,16.7,39.3,54.3,45.7,90.1,9.9,61,39,Wizards
2010,82,48.6,82.8,17.2,66.6,23.8,14.7,16.9,18.7,17.5,42.7,46.8,53.2,89,11,52.2,47.8,Wizards
2009,82,48.4,81.7,18.3,65.3,26,16.4,11.2,18.3,15.5,39.3,47.4,52.6,77.5,22.5,51.8,48.2,Wizards
2008,82,48.1,82,18,66,22.9,15,11.1,19,15.9,43.1,50.6,49.4,82.5,17.5,54.8,45.2,Wizards
2007,82,48.5,75.9,24.1,59.5,20,21.3,10.4,19.2,15.7,39.5,47.4,52.6,80.5,19.5,53.8,46.2,Wizards
2006,82,48.4,76.3,23.7,58.6,21.4,19.7,14.7,21.7,18.2,37.3,48.7,51.3,78.1,21.9,54.1,45.9,Wizards
2005,82,48.4,79.1,20.9,59.5,20.2,17.9,15.2,22.7,18.3,39.2,46.3,53.7,75.7,24.3,51.2,48.8,Wizards
2004,82,48.2,78,22,59.5,19.3,18.7,15.5,21.8,18.9,40.2,47.8,52.2,76.3,23.7,52.7,47.3,Wizards
2003,82,48.4,80.6,19.4,61.7,19.7,17.3,14.9,21,18.7,42,51.1,48.9,80.6,19.4,55.7,44.3,Wizards
2002,82,48.4,87.3,12.7,68.3,34.9,10.1,9.5,21.6,16.6,33.5,54.1,45.9,89.3,10.7,57.2,42.8,Wizards
2001,82,48.1,88.2,11.8,69.2,34,12,9.1,18.8,15.3,35.2,56.1,43.9,78.4,21.6,58.4,41.6,Wizards
2000,82,48,86.9,13.1,66.9,26.3,10.8,13.6,22.3,17,40.7,56.3,43.7,75.3,24.7,58.1,41.9,Wizards
1999,82,48.3,86.7,13.3,67.5,26.9,12.7,11.5,19.8,16.6,40.7,55.8,44.2,83.3,16.7,58.8,41.2,Wizards
1997,82,48.3,86.1,13.9,69.3,27.1,12,12.4,18.7,18.8,42.2,58.9,41.1,85.3,14.7,61.7,38.3,Wizards
1996,82,48.4,85,15,70.6,21.6,12.2,14.6,17.2,18.9,49,57,43,84.9,15.1,59.9,40.1,Wizards
2020,72,48.3,68.1,31.9,56.6,11.3,26.2,9.6,17.3,15.4,45.2,50.1,49.9,88,12,59,41,Wizards
2019,72,48.2,64.2,35.8,51.6,11.7,31.5,11.7,16.9,16.2,39.9,50.9,49.1,83.2,16.8,60.2,39.8,Wizards
2011,66,48.1,80.4,19.6,67,21,16.7,19.2,16.3,18.6,46,46.7,53.3,85.8,14.2,52.3,47.7,Wizards
1998,50,48.2,85.4,14.6,69.7,29.8,11.8,11.5,18.5,19.7,39.9,57.8,42.2,81,19,60.2,39.8,Wizards